airline,origin,destination,departure_hour,distance,day,delay
Aero Contractors,YOLA,LOS,1,747,20,0
Arik Air,PHC,ILR,0,866,16,1
Overland Airways,LOS,ILR,16,1092,30,1
Max Air,ABV,YOLA,10,609,15,0
Air Peace,ABV,PHC,5,938,7,0
Overland Airways,LOK,LOS,0,345,25,0
Ibom Air,YOLA,JOS,18,1261,5,0
Max Air,ABV,BAK,15,689,29,0
Green Africa,JOS,PHC,17,461,5,0
Ibom Air,ILR,LOK,10,1349,28,1
Overland Airways,LOK,BAK,8,544,21,1
Arik Air,KAN,YOLA,20,1484,26,1
Arik Air,LOS,PHC,5,1078,9,1
Green Africa,KAN,YOLA,1,1331,23,0
Dana Air,KAN,PHC,7,713,14,1
Azman Air,JOS,ILR,21,1144,19,1
Air Peace,KAN,LOS,15,912,30,0
Dana Air,KAN,JOS,7,1313,18,1
Arik Air,ABV,BEN,7,414,9,1
Arik Air,BAK,KAN,13,803,3,1
United Nigeria,LOK,LOS,0,1037,29,0
Ibom Air,KAN,ILR,6,971,11,1
Overland Airways,YOLA,ILR,1,869,24,1
Air Peace,PHC,BEN,14,1280,15,0
Green Africa,LOK,ILR,23,758,28,0
Overland Airways,YOLA,BAK,17,421,4,0
United Nigeria,PHC,ILR,3,674,21,0
Arik Air,KAN,LOK,17,1331,24,1
Green Africa,BAK,JOS,22,1062,5,0
Arik Air,BEN,LOS,4,1011,26,1
Air Peace,ILR,KAN,15,379,18,1
Ibom Air,YOLA,BAK,12,376,22,0
Overland Airways,KAN,BAK,8,686,23,0
Overland Airways,LOK,KAN,4,613,12,0
Dana Air,ABV,ILR,7,891,1,0
Green Africa,KAN,PHC,17,1260,26,0
Azman Air,BEN,BAK,2,774,25,0
United Nigeria,KAN,BAK,5,467,22,1
Azman Air,KAN,LOS,10,984,20,1
Dana Air,ILR,BEN,22,1123,2,1
Air Peace,ABV,LOK,13,587,9,0
United Nigeria,YOLA,KAN,23,553,22,1
Ibom Air,JOS,ILR,18,1013,25,1
Azman Air,JOS,YOLA,6,1493,18,0
Ibom Air,LOK,YOLA,23,1223,5,1
Azman Air,BAK,PHC,9,468,22,1
Ibom Air,KAN,BAK,14,1469,14,0
Azman Air,LOK,BAK,5,1401,11,0
Ibom Air,BAK,BEN,19,1290,21,0
Dana Air,YOLA,BAK,5,476,22,0
United Nigeria,ABV,KAN,8,506,9,0
Green Africa,JOS,PHC,18,830,2,0
Air Peace,JOS,BEN,17,737,14,1
Arik Air,ILR,YOLA,15,1497,2,1
Green Africa,JOS,ABV,6,1456,21,1
Arik Air,ILR,LOS,18,1337,27,0
United Nigeria,ILR,BEN,4,333,10,0
Green Africa,YOLA,BEN,19,1024,19,0
Ibom Air,ABV,YOLA,10,1248,29,1
Ibom Air,LOK,PHC,22,1012,29,0
Aero Contractors,PHC,LOS,17,271,2,0
Arik Air,LOK,KAN,6,1217,16,0
Air Peace,ILR,KAN,17,1151,6,0
Ibom Air,BAK,ABV,4,232,22,0
Max Air,ABV,JOS,22,296,7,1
Dana Air,YOLA,PHC,15,1073,8,0
Azman Air,ILR,LOS,21,1113,19,0
Air Peace,ILR,PHC,11,1293,10,0
Dana Air,BEN,JOS,6,492,1,0
Azman Air,BEN,KAN,21,1116,5,0
Arik Air,ILR,PHC,12,929,6,1
Ibom Air,JOS,KAN,0,1430,27,0
Ibom Air,LOK,KAN,14,371,29,0
Max Air,JOS,ABV,20,957,19,1
Green Africa,YOLA,KAN,11,1125,18,0
Dana Air,PHC,ILR,16,1479,19,1
Arik Air,LOK,KAN,22,1487,19,1
Overland Airways,JOS,LOS,19,1100,23,1
Dana Air,JOS,LOS,4,1487,1,0
Green Africa,LOK,BEN,23,1233,20,0
Dana Air,PHC,YOLA,14,470,11,1
Arik Air,ABV,YOLA,19,941,3,0
Dana Air,ABV,YOLA,18,766,10,1
Air Peace,JOS,ILR,0,752,27,1
Overland Airways,ILR,LOS,3,849,7,1
United Nigeria,PHC,BAK,2,590,17,0
Aero Contractors,PHC,YOLA,7,1158,24,1
Overland Airways,YOLA,JOS,8,1338,26,0
Azman Air,BAK,JOS,11,774,16,0
Dana Air,LOS,PHC,4,543,7,0
Ibom Air,YOLA,BEN,8,655,13,0
Max Air,PHC,BAK,0,643,12,0
Overland Airways,ILR,LOS,10,1067,8,1
Ibom Air,PHC,ILR,6,562,8,1
Arik Air,LOS,BEN,21,1067,13,1
Ibom Air,PHC,ABV,19,765,11,0
Green Africa,LOK,ABV,13,870,25,1
Dana Air,BEN,KAN,10,436,25,0
Air Peace,JOS,BEN,17,299,31,0
United Nigeria,BAK,ABV,18,939,19,1
United Nigeria,JOS,LOK,17,607,13,0
Ibom Air,BAK,ILR,5,1378,23,1
United Nigeria,BAK,LOS,14,1177,15,0
Max Air,BAK,ABV,6,950,29,1
Ibom Air,ABV,YOLA,4,342,24,0
Arik Air,BAK,JOS,4,728,12,1
Overland Airways,PHC,LOK,6,1228,21,0
Green Africa,KAN,ILR,21,722,17,1
Aero Contractors,LOS,ABV,11,919,3,1
Azman Air,KAN,ILR,7,617,7,0
United Nigeria,BEN,KAN,17,1304,2,0
Dana Air,BAK,LOK,16,1209,25,0
Dana Air,ABV,BEN,22,1016,6,0
Azman Air,YOLA,BEN,10,358,4,0
Green Africa,JOS,ABV,14,826,16,0
United Nigeria,LOK,YOLA,19,1440,15,1
Max Air,LOS,YOLA,5,972,10,1
Green Africa,PHC,BEN,22,1438,9,1
United Nigeria,YOLA,LOK,6,327,15,1
Arik Air,ILR,JOS,7,1477,7,0
Overland Airways,ILR,YOLA,3,1076,7,0
Max Air,LOK,BEN,2,805,8,1
Aero Contractors,ILR,PHC,2,740,19,1
Dana Air,JOS,LOK,9,363,18,0
Air Peace,BEN,JOS,23,848,17,0
Arik Air,ILR,PHC,14,330,18,0
Dana Air,LOK,BEN,12,895,19,0
Ibom Air,BEN,ABV,18,703,21,0
Air Peace,JOS,BAK,7,383,8,1
Dana Air,LOK,BAK,17,1025,13,1
Green Africa,ILR,KAN,4,870,27,0
Max Air,BAK,KAN,20,1181,11,0
Dana Air,LOS,JOS,6,1222,29,1
Aero Contractors,ILR,PHC,4,753,19,0
Overland Airways,LOK,BEN,18,1458,7,1
Green Africa,LOS,BEN,16,330,27,0
Arik Air,LOS,ABV,18,896,27,0
Arik Air,BEN,ILR,3,1237,5,0
Arik Air,JOS,KAN,21,1013,5,1
Overland Airways,YOLA,ILR,6,579,8,0
Dana Air,BAK,ABV,23,1283,10,0
United Nigeria,JOS,ILR,21,1126,5,0
Dana Air,YOLA,ILR,5,1383,26,1
Ibom Air,YOLA,ABV,13,737,15,1
Max Air,KAN,YOLA,21,776,23,0
Air Peace,BEN,ILR,18,1293,16,0
United Nigeria,ABV,KAN,19,884,29,1
United Nigeria,PHC,ABV,10,1448,28,1
Dana Air,PHC,LOK,21,239,10,1
United Nigeria,BEN,ILR,6,1369,24,1
Azman Air,BEN,YOLA,2,565,8,1
Azman Air,YOLA,KAN,19,447,19,0
Ibom Air,BEN,LOS,21,211,4,0
Air Peace,YOLA,KAN,16,936,14,1
Aero Contractors,JOS,PHC,10,709,29,0
Overland Airways,ABV,LOK,14,1468,8,0
Dana Air,KAN,BAK,6,370,21,1
Overland Airways,YOLA,BEN,14,1255,14,1
Aero Contractors,BEN,PHC,16,920,12,1
Dana Air,LOS,ABV,10,1194,1,0
Dana Air,ILR,ABV,11,1014,23,0
Air Peace,PHC,BEN,12,628,19,0
Overland Airways,ABV,JOS,10,1258,18,1
Azman Air,ILR,JOS,10,404,12,1
Arik Air,LOK,BEN,8,1089,10,0
Overland Airways,BEN,ABV,10,1104,21,0
Max Air,YOLA,KAN,3,1489,1,0
Max Air,KAN,LOK,1,896,14,0
Dana Air,LOS,YOLA,22,949,9,0
Arik Air,KAN,BAK,3,1184,26,0
Green Africa,ILR,LOK,13,1489,30,1
Aero Contractors,LOS,BEN,4,1185,15,1
Ibom Air,BAK,ABV,16,1332,21,0
Arik Air,PHC,JOS,11,1401,22,1
Ibom Air,BEN,ABV,5,448,23,0
Overland Airways,LOK,JOS,11,1228,14,0
Overland Airways,ILR,LOK,14,1380,9,1
Ibom Air,YOLA,PHC,22,429,11,0
Aero Contractors,PHC,KAN,18,827,5,0
Dana Air,PHC,ILR,11,520,20,0
Overland Airways,LOK,LOS,6,227,3,1
Max Air,KAN,LOS,0,1050,5,1
Aero Contractors,LOK,KAN,17,709,30,0
Air Peace,ABV,ILR,2,427,26,1
Green Africa,LOS,KAN,19,840,26,0
United Nigeria,ABV,BEN,4,740,29,1
Dana Air,KAN,LOS,19,1402,19,1
Overland Airways,JOS,ABV,14,871,5,1
Dana Air,PHC,KAN,9,1109,24,1
Air Peace,BAK,KAN,18,1488,18,1
Dana Air,YOLA,BAK,0,1008,29,1
Air Peace,ILR,YOLA,21,1398,24,1
Overland Airways,ILR,JOS,17,719,15,0
Arik Air,KAN,ILR,1,1352,30,0
Max Air,ILR,LOS,18,713,5,0
Air Peace,YOLA,LOS,23,1233,8,0
Azman Air,ABV,YOLA,23,546,16,0
United Nigeria,BAK,KAN,9,316,22,0
Air Peace,YOLA,KAN,14,610,1,0
Air Peace,ABV,LOS,9,1234,5,1
Azman Air,JOS,ILR,9,1316,26,1
Overland Airways,KAN,PHC,11,1325,31,0
Max Air,JOS,BAK,22,481,16,0
Dana Air,JOS,LOS,13,1006,23,0
Overland Airways,YOLA,JOS,1,1059,30,1
Max Air,KAN,PHC,16,856,10,0
Max Air,LOK,BAK,7,707,18,1
United Nigeria,JOS,YOLA,0,1299,17,1
Max Air,ILR,LOS,2,651,21,1
Ibom Air,ABV,PHC,14,886,27,0
Max Air,LOS,BEN,16,822,26,0
Arik Air,BEN,LOK,13,1129,8,1
Aero Contractors,BAK,YOLA,23,217,8,0
Ibom Air,LOS,PHC,2,985,12,1
Ibom Air,BEN,JOS,17,397,29,0
Dana Air,YOLA,JOS,21,1385,26,0
Ibom Air,PHC,ABV,4,616,18,1
Aero Contractors,YOLA,LOS,21,399,7,0
Aero Contractors,KAN,ABV,14,1094,26,1
United Nigeria,PHC,JOS,5,1179,17,1
Arik Air,BEN,LOS,2,1266,5,1
Max Air,PHC,ABV,17,281,22,1
Max Air,BAK,LOS,23,1422,23,1
Azman Air,ILR,BEN,19,1083,27,1
Azman Air,ILR,LOK,21,679,25,1
United Nigeria,KAN,YOLA,18,727,26,0
Green Africa,KAN,JOS,17,725,19,0
Green Africa,ABV,BEN,14,238,27,0
Air Peace,KAN,LOK,13,307,8,0
Green Africa,JOS,PHC,15,467,25,0
Ibom Air,BAK,ILR,2,510,21,0
Overland Airways,ABV,BAK,14,239,27,0
United Nigeria,ILR,PHC,18,980,25,0
Green Africa,LOS,YOLA,7,780,29,0
Max Air,ABV,PHC,1,351,19,0
Overland Airways,ABV,LOS,16,386,7,1
Air Peace,YOLA,LOS,11,629,3,0
Max Air,LOK,PHC,18,656,6,0
Air Peace,PHC,KAN,10,952,8,1
Air Peace,ILR,ABV,17,1450,18,0
Overland Airways,BEN,ILR,12,403,15,1
Air Peace,BEN,JOS,13,978,24,1
Aero Contractors,KAN,PHC,11,317,17,0
Arik Air,ILR,LOK,14,421,4,0
Aero Contractors,JOS,KAN,22,1096,7,1
Arik Air,KAN,BEN,20,262,30,0
Azman Air,ABV,ILR,1,204,22,0
Air Peace,ILR,LOK,7,707,26,1
United Nigeria,PHC,KAN,22,344,6,1
United Nigeria,KAN,JOS,4,1153,30,1
Arik Air,LOK,ABV,1,861,13,1
Max Air,BAK,LOK,9,1382,7,1
Overland Airways,JOS,LOS,22,980,9,0
Overland Airways,KAN,YOLA,3,1162,19,1
Aero Contractors,LOK,BEN,3,210,20,1
United Nigeria,BAK,ILR,7,268,13,0
Ibom Air,LOS,ILR,5,1163,15,0
Aero Contractors,YOLA,PHC,14,401,17,0
Aero Contractors,YOLA,ILR,17,465,5,0
Arik Air,YOLA,ILR,20,307,23,0
Aero Contractors,JOS,BEN,7,1150,6,1
Air Peace,BEN,ABV,19,389,12,1
Green Africa,BEN,LOS,6,438,15,0
Green Africa,ABV,LOK,22,1150,15,1
Dana Air,ILR,BEN,16,490,4,0
Dana Air,ILR,KAN,18,520,5,0
United Nigeria,ILR,ABV,11,1154,6,0
Overland Airways,KAN,JOS,18,1421,17,0
Dana Air,LOS,KAN,4,1088,28,1
Ibom Air,ABV,JOS,11,832,8,0
Arik Air,LOS,PHC,16,1045,19,0
Azman Air,JOS,BEN,4,483,20,0
Max Air,ILR,PHC,1,1006,24,1
Azman Air,BAK,LOK,3,381,31,1
Arik Air,YOLA,PHC,5,1234,21,0
Aero Contractors,ABV,JOS,8,944,22,1
Overland Airways,YOLA,ILR,21,641,13,0
Max Air,ILR,ABV,9,828,29,1
Max Air,ILR,LOK,1,775,17,0
Ibom Air,ABV,BEN,23,653,24,0
Ibom Air,BEN,BAK,20,1126,21,1
Ibom Air,ABV,LOK,8,1225,17,1
Arik Air,LOK,ABV,19,1010,23,0
Overland Airways,BAK,KAN,16,1465,31,0
Arik Air,ILR,LOS,8,1008,2,0
Green Africa,LOK,BEN,7,1283,28,1
Aero Contractors,BEN,JOS,4,567,22,0
Aero Contractors,KAN,LOS,4,1141,30,1
Ibom Air,KAN,LOK,5,239,3,1
Green Africa,BAK,LOK,15,756,22,0
Dana Air,JOS,LOK,0,1116,9,1
Dana Air,BAK,LOS,8,1220,6,0
Ibom Air,BAK,PHC,20,842,1,1
Azman Air,BAK,ABV,6,649,22,1
Arik Air,BAK,BEN,10,594,19,0
Ibom Air,BAK,ABV,14,991,4,0
United Nigeria,LOS,BEN,23,287,13,1
Aero Contractors,ABV,KAN,18,943,25,0
Dana Air,ILR,LOK,5,580,8,0
Air Peace,LOK,BAK,22,630,23,0
Dana Air,BAK,YOLA,13,1439,5,0
Aero Contractors,JOS,ABV,19,476,10,0
Max Air,YOLA,KAN,13,393,27,0
Aero Contractors,ILR,LOK,10,378,20,0
Air Peace,YOLA,ILR,3,1366,29,1
Ibom Air,LOK,ILR,9,417,19,0
Green Africa,LOK,PHC,1,1187,12,0
Air Peace,ILR,LOS,3,1282,1,0
Aero Contractors,JOS,ILR,19,756,9,0
Aero Contractors,LOS,JOS,9,1447,31,0
United Nigeria,KAN,LOK,0,967,24,1
United Nigeria,LOK,YOLA,13,276,16,0
Overland Airways,JOS,BAK,17,798,17,0
Arik Air,PHC,ILR,18,1382,14,1
Green Africa,KAN,YOLA,22,723,17,1
Max Air,LOK,BAK,11,1448,1,0
Air Peace,JOS,PHC,4,1012,30,1
Aero Contractors,LOK,PHC,3,583,25,0
Overland Airways,YOLA,KAN,12,703,21,1
Overland Airways,ILR,BAK,17,441,15,0
Max Air,ILR,BAK,11,568,19,0
Green Africa,LOK,JOS,15,487,2,1
Air Peace,JOS,BAK,22,598,28,0
Dana Air,YOLA,ILR,5,303,30,0
United Nigeria,LOS,JOS,6,326,24,0
Ibom Air,LOS,BAK,23,239,24,1
Overland Airways,YOLA,ABV,8,1295,31,1
United Nigeria,ABV,KAN,9,1081,31,0
United Nigeria,JOS,KAN,4,1144,14,0
Arik Air,LOS,ABV,20,446,22,0
Green Africa,ABV,JOS,3,1470,2,0
Ibom Air,JOS,PHC,10,511,27,0
Dana Air,YOLA,ABV,18,233,15,0
Aero Contractors,BAK,LOK,6,328,1,0
Arik Air,ABV,LOS,12,209,22,0
United Nigeria,ABV,YOLA,12,1391,1,0
United Nigeria,LOK,PHC,20,1439,12,1
Azman Air,BEN,PHC,22,1141,22,1
Ibom Air,JOS,PHC,8,1241,26,0
Azman Air,LOK,KAN,12,539,18,0
Ibom Air,ILR,PHC,12,880,15,1
United Nigeria,KAN,LOK,4,1313,7,1
Overland Airways,BAK,PHC,11,733,12,0
Air Peace,KAN,BAK,0,1490,10,1
United Nigeria,ABV,KAN,17,1008,2,1
Arik Air,PHC,ABV,20,632,2,0
Green Africa,LOS,ABV,20,957,6,1
Azman Air,LOS,ILR,21,850,20,1
Dana Air,LOK,LOS,23,1275,6,0
Aero Contractors,BEN,LOS,16,1290,28,0
Dana Air,PHC,BAK,9,796,24,0
United Nigeria,LOK,LOS,8,449,27,0
Arik Air,ABV,PHC,19,1103,10,1
United Nigeria,PHC,ABV,7,614,3,1
Green Africa,LOS,PHC,14,1346,16,0
Overland Airways,JOS,BEN,12,1425,5,0
Aero Contractors,ABV,ILR,20,205,5,1
Green Africa,LOK,ABV,16,1048,10,1
Azman Air,ILR,LOS,8,1422,25,1
United Nigeria,ABV,PHC,20,205,13,0
Arik Air,ABV,LOK,10,1344,25,1
Green Africa,ILR,YOLA,3,737,24,1
Max Air,BAK,LOK,23,203,3,0
Arik Air,JOS,BEN,6,483,18,0
Overland Airways,ILR,LOS,19,921,31,0
Azman Air,KAN,PHC,22,1215,19,0
United Nigeria,KAN,PHC,21,892,6,1
Ibom Air,ABV,LOK,2,856,27,0
Azman Air,BAK,PHC,9,1151,28,1
Aero Contractors,LOS,BEN,2,827,26,1
Air Peace,BAK,KAN,0,1179,20,0
United Nigeria,BAK,LOK,12,573,1,0
Max Air,BAK,LOS,4,1347,10,0
Ibom Air,JOS,LOK,7,1210,10,0
Aero Contractors,ABV,JOS,11,849,29,1
Arik Air,JOS,PHC,5,924,25,0
Max Air,LOS,PHC,23,1011,22,0
Azman Air,LOS,KAN,22,1279,1,1
Max Air,KAN,YOLA,1,331,19,0
Aero Contractors,ILR,LOS,3,321,27,0
Ibom Air,BEN,KAN,4,401,13,1
Green Africa,ABV,LOK,10,901,17,0
Max Air,LOK,ABV,12,1488,28,1
Green Africa,ABV,LOS,7,757,25,1
Dana Air,ILR,LOS,20,1263,20,0
Aero Contractors,ILR,BAK,4,778,18,0
Overland Airways,PHC,YOLA,5,1336,4,0
Arik Air,JOS,BEN,14,1285,15,0
Max Air,KAN,LOS,22,426,2,0
Aero Contractors,PHC,BAK,15,373,6,0
Overland Airways,LOS,PHC,10,1219,22,1
Overland Airways,BEN,LOK,6,1357,31,1
United Nigeria,KAN,ILR,5,1331,27,1
Green Africa,LOS,ILR,11,342,23,0
Overland Airways,BAK,YOLA,3,768,9,0
Dana Air,JOS,PHC,13,476,11,1
Aero Contractors,JOS,LOS,10,475,25,1
Air Peace,JOS,PHC,11,433,20,0
Air Peace,PHC,BAK,1,1465,16,1
Max Air,YOLA,ABV,10,1481,25,0
Azman Air,LOK,BEN,12,231,8,0
Green Africa,ILR,JOS,10,959,28,1
Overland Airways,ILR,LOS,20,992,31,1
Aero Contractors,YOLA,PHC,15,961,23,0
Max Air,BAK,BEN,4,464,23,0
Ibom Air,BAK,LOK,11,414,31,0
Overland Airways,BAK,BEN,2,1438,26,1
Green Africa,KAN,BAK,15,481,4,0
Air Peace,LOS,BEN,18,729,7,1
United Nigeria,LOS,LOK,16,201,11,1
Aero Contractors,BAK,JOS,10,712,27,0
Arik Air,BEN,JOS,20,1015,11,1
Azman Air,PHC,LOK,18,663,11,0
Max Air,BEN,PHC,17,1439,26,0
Azman Air,BEN,ABV,8,363,26,0
Azman Air,JOS,YOLA,5,710,21,1
Aero Contractors,BEN,ILR,2,1444,15,0
Azman Air,BEN,PHC,22,754,5,1
Dana Air,ILR,BEN,11,840,6,0
Ibom Air,JOS,ILR,8,1294,23,0
Overland Airways,LOS,ILR,8,458,5,1
Overland Airways,PHC,LOK,14,644,9,1
Green Africa,LOK,KAN,0,1424,30,0
Arik Air,LOS,ABV,17,965,28,0
Arik Air,LOS,ABV,14,264,11,0
Green Africa,BEN,KAN,7,857,25,0
United Nigeria,ILR,LOS,10,1325,30,1
Overland Airways,YOLA,KAN,16,1200,23,0
United Nigeria,BAK,YOLA,13,241,26,1
Aero Contractors,ABV,YOLA,18,1078,3,1
Aero Contractors,ILR,LOK,22,395,20,0
Air Peace,YOLA,BEN,23,1322,4,0
Azman Air,BEN,ILR,4,587,23,0
Arik Air,BEN,ABV,1,264,15,0
Air Peace,PHC,ABV,14,422,18,1
Ibom Air,YOLA,KAN,18,1114,27,0
Green Africa,BAK,KAN,12,641,11,0
Aero Contractors,ABV,LOS,6,1339,11,1
Overland Airways,PHC,KAN,16,1102,4,0
United Nigeria,ILR,BEN,18,652,16,0
Air Peace,YOLA,PHC,11,969,11,1
United Nigeria,BAK,PHC,12,1082,25,0
Air Peace,BAK,BEN,12,1215,1,1
Azman Air,ILR,BAK,13,650,31,0
Ibom Air,KAN,YOLA,14,1095,26,0
Ibom Air,BEN,PHC,1,1302,13,0
United Nigeria,BAK,LOS,5,942,30,0
United Nigeria,YOLA,BAK,8,556,19,1
United Nigeria,ILR,JOS,14,1342,6,0
Air Peace,BEN,LOS,19,981,27,0
Azman Air,JOS,ABV,15,765,20,0
Dana Air,LOS,PHC,1,1268,19,0
United Nigeria,BEN,YOLA,2,1448,6,0
Overland Airways,BAK,KAN,22,727,13,1
Arik Air,LOS,KAN,19,923,11,0
Arik Air,BAK,ILR,22,440,19,1
United Nigeria,LOK,ABV,7,294,12,0
Aero Contractors,BEN,LOK,7,564,16,0
Green Africa,LOS,PHC,20,1408,1,1
Dana Air,YOLA,ILR,6,1359,25,1
Overland Airways,BAK,YOLA,10,224,15,0
Azman Air,BEN,JOS,21,517,13,0
Aero Contractors,YOLA,LOS,12,532,10,0
Ibom Air,BAK,ABV,7,1113,18,1
Aero Contractors,LOK,YOLA,8,761,4,1
Air Peace,LOK,PHC,15,880,22,0
Dana Air,ABV,LOS,4,299,6,0
Max Air,PHC,YOLA,22,569,27,0
Max Air,YOLA,BEN,13,1235,8,0
United Nigeria,PHC,ILR,0,919,24,0
United Nigeria,ABV,YOLA,23,276,20,0
Air Peace,KAN,BEN,18,786,22,0
Azman Air,BEN,LOS,16,1173,9,1
United Nigeria,BAK,LOS,21,881,23,0
Green Africa,ILR,LOS,13,890,29,1
Dana Air,PHC,LOK,12,287,8,0
Air Peace,PHC,YOLA,7,664,24,0
Arik Air,YOLA,BEN,2,693,18,1
Ibom Air,BEN,KAN,0,1445,7,1
Air Peace,YOLA,JOS,18,1341,19,0
Air Peace,LOK,JOS,14,335,23,0
Max Air,PHC,BEN,20,1177,18,1
Overland Airways,BEN,KAN,7,386,1,0
Azman Air,JOS,ABV,8,741,11,0
Overland Airways,KAN,LOK,12,778,9,0
Green Africa,BAK,BEN,11,1129,10,0
Arik Air,ABV,PHC,8,1010,10,1
Max Air,KAN,ILR,19,611,1,0
Arik Air,ABV,ILR,23,416,27,1
Green Africa,PHC,BAK,10,869,17,1
Overland Airways,KAN,JOS,4,1294,27,1
Air Peace,KAN,LOS,18,1029,12,0
United Nigeria,BAK,PHC,20,1333,12,1
United Nigeria,ILR,ABV,17,484,19,0
Aero Contractors,BAK,KAN,10,1082,17,1
Ibom Air,YOLA,ABV,10,969,7,0
Azman Air,ILR,JOS,5,768,23,1
Green Africa,KAN,LOS,0,1152,11,0
Ibom Air,ILR,KAN,21,760,24,0
Azman Air,ILR,BEN,20,896,2,1
Ibom Air,YOLA,BAK,8,910,16,1
Overland Airways,BEN,KAN,6,729,23,0
Azman Air,PHC,JOS,5,1421,9,0
Overland Airways,BEN,ABV,22,688,30,0
Air Peace,PHC,ILR,9,226,27,0
Max Air,BEN,ABV,4,1341,10,0
Overland Airways,BEN,ABV,0,1277,21,0
Ibom Air,ILR,BAK,4,351,30,1
Aero Contractors,LOK,JOS,19,936,3,0
Dana Air,YOLA,PHC,5,678,25,1
Azman Air,BEN,BAK,4,1385,17,0
Green Africa,KAN,BAK,16,1439,28,1
United Nigeria,ABV,LOK,3,1049,19,0
Overland Airways,JOS,BAK,23,753,18,1
Max Air,LOS,KAN,20,1465,18,0
Air Peace,BAK,LOK,22,486,14,0
Dana Air,LOS,JOS,1,1382,3,0
Arik Air,PHC,YOLA,7,654,10,0
Aero Contractors,BEN,YOLA,4,826,23,0
Max Air,YOLA,PHC,3,1464,13,1
Arik Air,KAN,BEN,21,411,22,0
Dana Air,LOK,BAK,13,562,12,1
Green Africa,LOK,ABV,3,797,9,1
Green Africa,ABV,BEN,7,332,26,1
Ibom Air,ABV,BEN,2,476,29,0
Dana Air,ABV,LOK,13,1488,27,0
Dana Air,ABV,KAN,17,804,10,0
Arik Air,ILR,YOLA,22,856,30,0
Max Air,BEN,ILR,11,866,19,0
Azman Air,JOS,KAN,14,335,16,0
Arik Air,BEN,YOLA,19,964,29,0
Air Peace,BEN,ILR,19,627,21,0
Green Africa,LOS,BAK,8,1029,31,0
Green Africa,YOLA,LOS,1,1252,25,0
Ibom Air,KAN,JOS,0,794,3,0
Air Peace,PHC,LOS,14,1119,12,1
Green Africa,YOLA,KAN,22,1257,8,1
Arik Air,ABV,PHC,14,703,25,1
Air Peace,JOS,KAN,7,303,27,1
Arik Air,LOS,LOK,2,693,15,1
Azman Air,JOS,ILR,3,1460,23,0
Green Africa,LOS,BAK,17,934,13,0
Green Africa,BAK,LOS,11,1104,6,1
Max Air,ILR,BAK,17,1313,13,1
Azman Air,ABV,LOS,20,532,11,1
Aero Contractors,PHC,ILR,9,576,6,1
Aero Contractors,ABV,KAN,20,439,6,0
Ibom Air,JOS,PHC,7,929,5,1
Azman Air,ABV,ILR,17,381,7,0
Arik Air,BAK,BEN,16,1480,23,0
Arik Air,ABV,YOLA,18,943,23,0
Air Peace,LOK,LOS,13,1040,11,1
Overland Airways,ABV,LOK,4,1478,6,0
Green Africa,BEN,JOS,7,1208,9,0
Ibom Air,BEN,JOS,17,1027,20,1
Overland Airways,PHC,LOK,8,797,25,0
Dana Air,PHC,ILR,13,1216,18,0
Ibom Air,PHC,LOS,13,400,8,0
Dana Air,YOLA,ABV,19,542,18,1
Azman Air,KAN,PHC,13,1435,5,0
Dana Air,PHC,BEN,16,830,6,1
Dana Air,ABV,KAN,1,497,2,0
Max Air,PHC,KAN,13,1378,25,0
Max Air,KAN,JOS,21,897,22,0
Max Air,YOLA,JOS,20,1420,24,0
Azman Air,KAN,LOK,11,912,4,1
Overland Airways,JOS,LOS,22,1129,19,1
Ibom Air,PHC,BAK,15,977,4,0
Ibom Air,PHC,KAN,21,578,16,0
Green Africa,PHC,LOS,5,947,1,1
Max Air,JOS,BEN,17,905,16,0
Azman Air,KAN,PHC,6,566,1,1
Green Africa,LOS,PHC,1,970,24,1
Air Peace,ABV,KAN,12,1294,17,1
Green Africa,BAK,ABV,22,1251,5,1
Overland Airways,ABV,LOK,7,548,26,0
Aero Contractors,PHC,KAN,11,1341,16,0
Dana Air,YOLA,BEN,0,1431,25,1
Max Air,JOS,ABV,8,292,3,0
Aero Contractors,LOS,YOLA,7,340,10,0
Azman Air,LOS,JOS,4,1292,21,0
Dana Air,BAK,JOS,12,781,28,1
Arik Air,PHC,KAN,3,323,18,0
Dana Air,LOK,JOS,16,802,26,0
Overland Airways,ILR,LOS,8,1173,17,1
Overland Airways,PHC,JOS,19,504,11,0
Green Africa,JOS,PHC,14,1002,9,1
Air Peace,ILR,JOS,19,1380,11,0
Overland Airways,BAK,YOLA,3,1311,26,0
Azman Air,KAN,ABV,12,1136,9,0
Green Africa,KAN,LOS,3,564,17,0
Dana Air,KAN,YOLA,17,1191,20,1
Air Peace,YOLA,PHC,23,465,5,1
Arik Air,BEN,ILR,22,1435,18,0
Max Air,ILR,PHC,9,1441,27,1
Ibom Air,LOK,ABV,1,1052,25,0
Overland Airways,JOS,ABV,13,948,25,0
Green Africa,BEN,ABV,1,350,16,1
Max Air,BEN,YOLA,17,885,9,0
Ibom Air,LOK,ABV,0,339,8,1
Ibom Air,JOS,LOK,12,254,6,0
Aero Contractors,ILR,LOK,5,1364,17,0
Aero Contractors,ABV,LOK,21,273,14,0
Aero Contractors,PHC,ABV,16,1358,26,0
United Nigeria,ABV,LOK,16,1196,21,0
Ibom Air,LOK,JOS,10,1028,28,0
Aero Contractors,ABV,JOS,5,841,14,0
